,,,,,,,,Dusun 1,,Dusun 2,,Dusun 3,,Dusun 4,,Dusun 5,,Dusun 5,,Dusun 6,,,,,DST
ACEH,ACEH SELATAN,Meukek,Blang Kuala,97.053636,3.477764,√,,Lamkuta,Berlistrik PLN,Ule Semen,Berlistrik PLN,Mata ie,Berlistrik PLN,Bahagia,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Blang Teungoh,97.070632,3.465122,√,,Jaya Makmur,Berlistrik PLN,Keramat,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Buket Meuh,97.07563,3.501821,√,,Mushalla,Berlistrik PLN,Rambutan,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Drien Jalo,97.075491,3.49091,√,,Mushalla,Berlistrik PLN,Ara,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Ie Buboh,97.069845,3.462679,√,,Tengku Syam,Berlistrik PLN,Babun Najah,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Ie Dingen,97.063818,3.479367,√,,Bineh Gunong,Berlistrik PLN,Pasar Baro,Berlistrik PLN,Iboeh,Berlistrik PLN,Tengoh,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Jambo Papeun,97.090098,3.494367,√,,Tengku Tuha,Berlistrik PLN,Datok Nyak Me,Berlistrik PLN,Abas Hacem,Berlistrik PLN,Kuta Bate,Berlistrik PLN,Tgk min Muslimin,Berlistrik PLN,Simpang 2,Berlistrik PLN,,,,,,
ACEH,ACEH SELATAN,Meukek,Keude Meukek,97.052958,3.457301,√,,Tengoh,Berlistrik PLN,Ujong,Berlistrik PLN,Padang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Kuta Baro,97.059441,3.459105,√,,Datok Langgunik,Berlistrik PLN,Merduati,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Kuta Buloh I,97.058452,3.476797,√,,Makmur,Berlistrik PLN,Ingin Jaya,Berlistrik PLN,Tengoh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Kuta Buloh II,97.056837,3.474054,√,,Atas,Berlistrik PLN,Bawah,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Labuhan Tarok,97.0662902,3.4422181,√,,Sikabu,Berlistrik PLN,Ujong,Berlistrik PLN,Keude Saboh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Labuhan Tarok II,97.0691603,3.4356635,√,,Ceuraceu,Berlistrik PLN,Kuala,Berlistrik PLN,Bak Cot,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Ladang Baro,97.080779,3.439301,√,,Cempaka Putih,Berlistrik PLN,Cempaka Biru,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Ladang Tuha,97.043582,3.496541,√,,Mushalla,Berlistrik PLN,Bahagia,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Lhok Aman,97.078232,3.430932,√,,Padang,Berlistrik PLN,Keude,Berlistrik PLN,Kuala,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Lhok Mamplam,97.043764,3.500004,√,,TM AMIN,Berlistrik PLN,Bahagia 1,Berlistrik PLN,Bahagia 2,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Rot Teungoh,97.060135,3.484993,√,,Kuta Cut,Berlistrik PLN,Pasar,Berlistrik PLN,Ladang,Berlistrik PLN,Ujung Tuno,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Meukek,Tanjung Harapan,97.062057,3.451813,√,,Darul Ahya,Berlistrik PLN,Darul Matyan,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Gampong Baro,97.294419,3.169802,√,,padang mancang,Berlistrik PLN,tgk nyak,Berlistrik PLN,baroe kota,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Ie Mirah,97.32237,3.154185,√,,imum bagak,Berlistrik PLN,pendidikan,Berlistrik PLN,panglima kasem,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Kampung Baru,97.294267,3.191469,√,,kuta blang,Berlistrik PLN,lam teungoh,Berlistrik PLN,ujong blang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Krueng Kalee,97.303175,3.179619,√,,kuta raja,Berlistrik PLN,babah satu,Berlistrik PLN,babah dua,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Ladang Teungoh,97.282585,3.205059,√,,irigasi,Berlistrik PLN,teuku beurabum,Berlistrik PLN,tgk padang sukon,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Ladang Tuha,97.277304,3.199516,√,,padang asahan,Berlistrik PLN,padang tuha timur,Berlistrik PLN,pasar,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Lhok Sialang Cut,97.316182,3.174993,√,,baroh,Berlistrik PLN,tunong satu,Berlistrik PLN,tunong dua,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Lhok Sialang Rayeuk,97.317579,3.168213,√,,lahuda syam,Berlistrik PLN,kepala abah,Berlistrik PLN,t.nyak yeen,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Mata Ie,97.269199,3.20954,√,,pasie,Berlistrik PLN,teungoh,Berlistrik PLN,padang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Pante Raja,97.275016,3.195796,√,,padang tingkem,Berlistrik PLN,keude padang,Berlistrik PLN,padang geulumpang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Panton Bili,97.287494,3.201351,√,,paya,Berlistrik PLN,reusak,Berlistrik PLN,ladang baro,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Pasie Rasian,97.295323,3.15197,√,,d. sayed saleh,Berlistrik PLN,d. lhueng seutui,Berlistrik PLN,d. trienggadeng,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Paya Ateuk,97.312244,3.185024,√,,batee hampa,Berlistrik PLN,paya,Berlistrik PLN,padang,Berlistrik PLN,keude pante,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Pucok Krueng,97.279397,3.206501,√,,blang dalam,Berlistrik PLN,lembah,Berlistrik PLN,tani,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Pulo Ie II,97.324632,3.145698,√,,MUDA WALI,Berlistrik PLN,menasah,Berlistrik PLN,durian,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Seuneubok,97.288562,3.180906,√,,Kuta pawoh,Berlistrik PLN,darul makmur,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Silolo,97.295587,3.19271,√,,mesjid,Berlistrik PLN,meunasah,Berlistrik PLN,paya,Berlistrik PLN,jeumpa,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Teupin Gajah,97.291344,3.174292,√,,pasar,Berlistrik PLN,pante raja,Berlistrik PLN,tring gadeng,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Ujong Batee,97.266007,3.213595,√,,meudang ara,Berlistrik PLN,ujong seurahop,Berlistrik PLN,ujong burun,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Ujung Padang Asahan,97.308103,3.142549,√,,suka makmur,Berlistrik PLN,suka karia,Berlistrik PLN,perumahan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Pasi Raja,Ujung Padang Rasian,97.303641,3.152753,√,,suka damai,Berlistrik PLN,suka karya,Berlistrik PLN,suka makmur,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Air Sialang Hilir,97.151395,3.315851,√,,Sebrang air,Berlistrik PLN,Gadang,Berlistrik PLN,Meunasah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Air Sialang Hulu,97.152606,3.314148,√,,Pasar,Berlistrik PLN,Tengah,Berlistrik PLN,Jambu,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Air Sialang Tengah,97.153431,3.314444,√,,Lorong 1,Berlistrik PLN,Lorong 2,Berlistrik PLN,Lorong 3,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Alur Pinang,97.133808,3.319806,√,,Suka Damai,Berlistrik PLN,Sejahtra,Berlistrik PLN,Suka Makmur,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Alur Seumerah,97.153554,3.325802,√,,Bahagya,Berlistrik PLN,Barat,Berlistrik PLN,Timur,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Arafah,97.149007,3.303151,√,,Anggur,Berlistrik PLN,Durian,Berlistrik PLN,Duku,Berlistrik PLN,Nanas,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Balai,97.151085,3.317958,√,,Mulai,Berlistrik PLN,Suka Maju,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Baru,97.143761,3.31122,√,,Suka Damai,Berlistrik PLN,Suka Maju,Berlistrik PLN,Suka Makmur,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Batee Tunggai,97.1241156,3.3402381,√,,Beurandeh,Berlistrik PLN,Mesjid,Berlistrik PLN,Ie Dingin,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Dalam,97.155505,3.326592,√,,Tupai,Berlistrik PLN,Mata ie,Berlistrik PLN,Teuku Aceh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Gadang,97.145383,3.316934,√,,Ingin Jaya,Berlistrik PLN,Ingin Maju,Berlistrik PLN,Ingin Damai,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Gunung Cut,97.134357,3.319139,√,,T. Chik Rahman,Berlistrik PLN,T. Seubadeh,Berlistrik PLN,T. Haji,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Gunung Ketek,97.158551,3.328732,√,,Beringin,Berlistrik PLN,Mangga,Berlistrik PLN,Jambu,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Jilatang,97.147593,3.309225,√,,Hulu,Berlistrik PLN,Tengah,Berlistrik PLN,Hilir,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Kuta Baru,97.157414,3.325764,√,,Kota Batu,Berlistrik PLN,Barat,Berlistrik PLN,Timur,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Kuta Blang,97.135059,3.329194,√,,Mesjid,Berlistrik PLN,Ingin Jaya,Berlistrik PLN,Kampung panjang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Ladang Kasik Putih,97.141918,3.317832,√,,Cempaka,Berlistrik PLN,Melati,Berlistrik PLN,Indrapuri,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Ladang Panton Luas,97.152607,3.321975,√,,Gunung ketek,Berlistrik PLN,Beringin,Berlistrik PLN,Jambu,Berlistrik PLN,Mangga,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Luar,97.149822,3.305749,√,,Subarang air,Berlistrik PLN,Tengah,Berlistrik PLN,Dalam,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Lubuk Layu,97.165698,3.307179,√,,Sabda,Berlistrik PLN,Ambon,Berlistrik PLN,Tengah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Madat,97.15352,3.319698,√,,Pasar,Berlistrik PLN,Koto,Berlistrik PLN,Titi Ayon,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Payonan Gadang,97.151962,3.306023,√,,Gadang,Berlistrik PLN,Alur,Berlistrik PLN,Jauh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Suaq Hulu,97.154021,3.306868,√,,Bahagia,Berlistrik PLN,Makmur,Berlistrik PLN,Sejahtera,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Subarang,97.153929,3.317719,√,,Durian,Berlistrik PLN,Mangga,Berlistrik PLN,Delima,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Tampang,97.147218,3.30728,√,,Tanjung,Berlistrik PLN,Pasar,Berlistrik PLN,Ikhlas,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Tengah,97.15715,3.327359,√,,Tanjung,Berlistrik PLN,Lansat,Berlistrik PLN,Madat,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Ujung Kampung,97.149601,3.308298,√,,Damai,Berlistrik PLN,Sentosa,Berlistrik PLN,Bahagya,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Samadua,Ujung Tanah,97.150071,3.302168,√,,Sawang bunga,Berlistrik PLN,Tanggul,Berlistrik PLN,Padang kapeh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Blang Geulinggang,97.095326,3.404085,√,,Atas,Berlistrik PLN,Bawah,Berlistrik PLN,Tengah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Kuta Baro,97.090732,3.406752,√,,Kutablang,Berlistrik PLN,Aman,Berlistrik PLN,Mulia,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Lhok Pawoh,97.115667,3.358942,√,,Paya,Berlistrik PLN,Tengah,Berlistrik PLN,Pasi,Berlistrik PLN,Tuwilok,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Meuligo,97.093274,3.395346,√,,Meulur,Berlistrik PLN,Cempaka,Berlistrik PLN,Jeumpa,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Mutiara,97.099291,3.414771,√,,Medang ara,Berlistrik PLN,Bahagia,Berlistrik PLN,Pahlawan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Panton Luas,97.139203,3.392624,√,,Alue bahagia,Berlistrik PLN,Alue meutuah,Berlistrik PLN,Alue sejahtra,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Sawang Ba'u,97.083171,3.408356,√,,Mata'ie,Berlistrik PLN,Kuala,Berlistrik PLN,Surudong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Sawang I,97.095509,3.384383,√,,Pusu,Berlistrik PLN,Pasar,Berlistrik PLN,Pasi tuan hilang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Sawang II,97.09889,3.380592,√,,Pulo,Berlistrik PLN,Mesjid,Berlistrik PLN,Bak krut,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Sikulat,97.100824,3.394737,√,,Kenari,Berlistrik PLN,Kutilang,Berlistrik PLN,Aneuk Cuco,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Simpang Tiga,97.094762,3.407149,√,,Sejahtra,Berlistrik PLN,Bahagia,Berlistrik PLN,Mahkota,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Trieng Meuduro Baroh,97.10503,3.39263,√,,K. Bale,Berlistrik PLN,K. Tengoh,Berlistrik PLN,Kd. Limeng,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Trieng Meuduro Tunong,97.110463,3.389849,√,,Ingin jaya,Berlistrik PLN,Darul makmur,Berlistrik PLN,Darul Mu'alimin,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Ujung Karang,97.10693,3.367568,√,,Mesjid,Berlistrik PLN,Tengah,Berlistrik PLN,Balai Sukon,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Sawang,Ujung Padang,97.086545,3.403859,√,,Ujongblang,Berlistrik PLN,Jerat nek,Berlistrik PLN,Pasie Geulumpang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Air Berudang,97.161339,3.278987,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,Dusun 4,Berlistrik PLN,Dusun 5,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Air Pinang,97.246439,3.234857,√,,Hulu,Berlistrik PLN,Hilir,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Batu Itam,97.209744,3.252951,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Gunung Kerambil,97.158763,3.285377,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Hilir,97.179307,3.25474,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,Dusun 4,Berlistrik PLN,Dusun 5,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Hulu,97.182284,3.260424,√,,Harapan,Berlistrik PLN,Sejahtera,Berlistrik PLN,Bahagia,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Jambo Apha,97.180315,3.264743,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Lhok Bengkuang,97.18829,3.262198,√,,Hilir,Berlistrik PLN,Gambir,Berlistrik PLN,Hulu,Berlistrik PLN,Seberang,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Lhok Bengkuang Timur,97.197487,3.253571,√,,Ujung pasir,Berlistrik PLN,Gunung durian,Berlistrik PLN,Batu merah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Lhok Keutapang,97.169506,3.261802,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,Dusun 4,Berlistrik PLN,Dusun 5,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Lhok Rukam,97.238151,3.236072,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Padang,97.179324,3.255183,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Panjupian,97.227576,3.243387,√,,Hilir,Berlistrik PLN,Hulu,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Panton Luas,97.177116,3.287443,√,,LK 1,Berlistrik PLN,LK 2,Berlistrik PLN,-,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Pasar,97.185599,3.257914,√,,Dusun 1,Berlistrik PLN,Dusun 2,Berlistrik PLN,Dusun 3,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Tapaktuan,Tepi Air,97.18181,3.258705,√,,LK 1,Berlistrik PLN,LK 2,Berlistrik PLN,-,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Gampong Teungoh,97.629748,2.863093,√,,kulam meunasah,Berlistrik PLN,paya seumerah,Berlistrik PLN,ranto panyang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Ie Meudama,97.648739,2.732122,√,,pulo ie,Berlistrik PLN,tengoh,Berlistrik PLN,sinar murni,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Keude Trumon,97.625533,2.828823,√,,kuta batee,Berlistrik PLN,kuta jurong,Berlistrik PLN,kuta padang,Berlistrik PLN,kuta malaka,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Kuta Baro,97.61696,2.846264,√,,kuta binuang,Berlistrik PLN,ule deep,Berlistrik PLN,kulan ara,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Kuta Padang,97.662597,2.563582,√,,suka makmur,Berlistrik PLN,tegoh,Berlistrik PLN,keude siblah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Padang Harapan,97.657228,2.868577,√,,lam lhok,Berlistrik PLN,lam teungoh,Berlistrik PLN,lam chot,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Panton Bilie,97.612592,2.866294,√,,rambong,Berlistrik PLN,kuta buloh,Berlistrik PLN,lhung siboyok,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Raket,97.659902,2.554672,√,,kuta tinggu,Berlistrik PLN,suka damai,Berlistrik PLN,pulo beurumbang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Seuneubok Jaya,97.677756,2.739329,√,,elang,Berlistrik PLN,garuda,Berlistrik PLN,nuri,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Sigleng,97.631401,2.868304,√,,bahagia,Berlistrik PLN,mulia,Berlistrik PLN,mon mancanag,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Teupin Tinggi,97.645663,2.708157,√,,mon toeng,Berlistrik PLN,teungoh,Berlistrik PLN,pasir putih,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon,Ujong Tanoh,97.631767,2.834844,√,,kuta alam,Berlistrik PLN,ule cot,Berlistrik PLN,seunamuk,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Cot Bayu,97.663546,2.87396,√,,sejahtera,Berlistrik PLN,bahagia,Berlistrik PLN,mulia,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Gunong Kapho,97.6101085,2.8935264,√,,alue rambot,Berlistrik PLN,alue nibong,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Ie Jeureuneh,97.694684,2.882666,√,,gampong baro,Berlistrik PLN,alu lhok,Berlistrik PLN,ujung padang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Jambo Papeun,97.662236,2.890985,√,,D. bahagia,Berlistrik PLN,D. lubuk jaya,Berlistrik PLN,D.ujung padang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Kampong Teungoh,97.615544,2.894782,√,,keude sukon,Berlistrik PLN,cot bajok,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Krueng Batee,97.622813,2.894637,√,,padang,Berlistrik PLN,pasar lama,Berlistrik PLN,pasar terendam,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Ladang Rimba,97.649116,2.894651,√,,blang dalam,Berlistrik PLN,ujung padang,Berlistrik PLN,keude,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Lhok Raya,97.702509,2.86812,√,,fathul qorib,Berlistrik PLN,darussalam,Berlistrik PLN,darusa'adah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Naca,97.669009,2.891861,√,,gampong baro,Berlistrik PLN,gampong tengoh,Berlistrik PLN,simpang kiri,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Tengah,Pulo Paya,97.630422,2.895469,√,,simpang 3,Berlistrik PLN,teungoh,Berlistrik PLN,glee genteng,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Timur,Alur Bujok,97.769419,2.826435,√,,suak abang,Berlistrik PLN,gampong teungoh,Berlistrik PLN,gampoeng tuha,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Timur,Jambo Dalem,97.769851,2.877477,√,,simpang 4,Berlistrik PLN,alue teungoh,Berlistrik PLN,ie alem,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Timur,Kapa Sesak,97.808915,2.848402,√,,suak nahoda,Berlistrik PLN,rumoh rayeuk,Berlistrik PLN,seunebok pungki,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Timur,Krueng Luas,97.755397,2.85853,√,,lamkuta,Berlistrik PLN,trieng gadeng,Berlistrik PLN,ujung gunong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Timur,Pinto Rimba,97.728873,2.872594,√,,Lung raja,Berlistrik PLN,Alue kaming,Berlistrik PLN,Mon Meurobo,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH SELATAN,Trumon Timur,Seuneubok Punto,97.760582,2.838853,√,,tring gadeng,Berlistrik PLN,simpang pusaka,Berlistrik PLN,ceu nanggro,Berlistrik PLN,0,0,0,0,0,0,,,,,,
