,,,,,,,,Dusun 1,,Dusun 2,,Dusun 3,,Dusun 4,,Dusun 5,,Dusun 5,,Dusun 6,,,,,DST
ACEH,BIREUEN,Peusangan Siblah Krueng,Alue Krueb,96.822339,5.147522,√,,Blang Karing,Berlistrik PLN,Blang Gudong,Berlistrik PLN,Blang Mesjid,Berlistrik PLN,Alue Bili,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Alue Kupula,96.808263,5.144223,√,,Tgk Nyak Bardan,Berlistrik PLN,Tgk. M Saleh,Berlistrik PLN,Tgk. M Amin,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Awe Geutah,96.79476,5.14517,√,,M. Tahir,Berlistrik PLN,Tgk. Syik Awe,Berlistrik PLN,Tgk. Di Blang,Berlistrik PLN,M. Zain,Berlistrik PLN,T. Risyad,Berlistrik PLN,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Awe Geutah Paya,96.795519,5.142286,√,,Putro Tri Z,Berlistrik PLN,Petuwa Wahid,Berlistrik PLN,H. Lambaet,Berlistrik PLN,T. Perlak,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Blang Cirih,96.794604,5.145175,√,,Keuchik Podi,Berlistrik PLN,Keuchik Potan,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Buket Sudan,96.793226,5.111992,√,,Tgk. Seuneubok,Berlistrik PLN,Cot Jambo Oun,Berlistrik PLN,Jambo Jambe,Berlistrik PLN,Alue Ie Cukoe,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Cot Aneuk Batee,96.832048,5.151968,√,,Tgk. Pang Ben,Berlistrik PLN,Geudong Mane,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Cot Saleuet,96.803649,5.127728,√,,Peulekung,Berlistrik PLN,Kaye Ihben,Berlistrik PLN,Paya Cut,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Dayah Baro,96.813545,5.160963,√,,Meunasah Dayah,Berlistrik PLN,Meunasah Blang,Berlistrik PLN,Lhok Pauh,Berlistrik PLN,Seutui,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Kubu,96.804928,5.176444,√,,L. Berandang,Berlistrik PLN,Tgk. Jamaluddin,Berlistrik PLN,Tgk. Dicikoek,Berlistrik PLN,Tgk. Imam Cut,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Kubu Raya,96.830426,5.164056,√,,Tgk. Idi,Berlistrik PLN,Tgk. A Majid,Berlistrik PLN,Tgk. Abdul Rahman,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Lueng Daneun,96.815313,5.16595,√,,Meunasah Kulam,Berlistrik PLN,Cot Awek,Berlistrik PLN,Keude,Berlistrik PLN,Peungohta,Berlistrik PLN,Neuheun,Belum Berlistrik PLN,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Paloh Mampre,96.810879,5.120886,√,,Pulo Teungoh,Berlistrik PLN,Alue Dabreuh,Berlistrik PLN,Cut Kuta,Berlistrik PLN,Cot Beutong,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Pante Baro Buket Panyang,96.82227,5.184135,√,,Tgk. Umar,Berlistrik PLN,Tgk. Syakubat,Berlistrik PLN,Tgk. Hanafiah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Pante Baro Gle Siblah,96.812176,5.17803,√,,Tgk. Jalan,Berlistrik PLN,Pang Hamid,Berlistrik PLN,Tgk. Abdurrahman,Berlistrik PLN,Peutua Daud,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Pante Baro Kumbang,96.818906,5.185465,√,,Simpang,Berlistrik PLN,Radak Makden,Berlistrik PLN,Peutua Ali,Berlistrik PLN,Langgin,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Pante Karya,96.799573,5.089402,√,,Seuke Peulet,Berlistrik PLN,Cot Jeumpa,Berlistrik PLN,Sarah Mulia,Berlistrik PLN,Krueng Meuh,Berlistrik PLN,Leubok Seutui,Berlistrik PLN,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Rambong Payong,96.799555,5.161312,√,,Tgk Yusuf,Berlistrik PLN,Tgk. Madhan,Berlistrik PLN,Tgk. abdurrahman,Berlistrik PLN,Tgk. Blang Dalam,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Peusangan Siblah Krueng,Teupin Raya,96.799094,5.155392,√,,Nek Geudoh,Berlistrik PLN,Peutua Baban,Berlistrik PLN,Teupin Ara,Berlistrik PLN,Mata Ie,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Alue Barat,96.3623,5.176043,√,,Paya Punti,Berlistrik PLN,Teupin Raya,Berlistrik PLN,Teupin Kandeh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Angkieng Barat,96.349927,5.221679,√,,Tgk Di Reuhan,Berlistrik PLN,Wakaf,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Batee Iliek,96.34129,5.169829,√,,Meunasah Leupe,Berlistrik PLN,Meunasah Simpang,Berlistrik PLN,Meunasah Blang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Cot Mane,96.369822,5.180889,√,,Ulee Cot,Berlistrik PLN,Cot Mete,Berlistrik PLN,Puuk,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Cot Meurak Baroh,96.3385,5.181071,√,,Ara Mmeh,Berlistrik PLN,Meunasah Kumbang,Berlistrik PLN,Tgk Khamsi,Berlistrik PLN,Tgk Berdan,Berlistrik PLN,Tgk H Umar,Berlistrik PLN,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Cot Meurak Blang,96.339369,5.177122,√,,Tgk Berdan,Berlistrik PLN,Nyak Umar,Berlistrik PLN,Kumbang,Berlistrik PLN,#REF!,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Cot Siren,96.358124,5.176102,√,,Aman,Berlistrik PLN,Pulo Barat,Berlistrik PLN,Cot Mete,Berlistrik PLN,Puncong,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Darussalam,96.359464,5.179979,√,,Darul Aman,Berlistrik PLN,Tgk Di Manee,Berlistrik PLN,Damai,Berlistrik PLN,Sejahtera,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Gampong Baro,96.365536,5.208589,√,,Pante Ara,Berlistrik PLN,kaca Puri,Berlistrik PLN,Tgk Atikaji,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Gampong Meulum,96.340888,5.186258,√,,Meunasah Dayah,Berlistrik PLN,Tgk Di Cot,Berlistrik PLN,Meunasah Rayeuk,Berlistrik PLN,Tgk Di Kumbang,Berlistrik PLN,Meunasah Reuhat,Berlistrik PLN,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Gampong Putoh,96.356236,5.204061,√,,Supeng I,Berlistrik PLN,Supeng II,Berlistrik PLN,Jeurela,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Geulumpang Payong,96.366155,5.186442,√,,Tgk Di Dayah,Berlistrik PLN,Syeh Mansur,Berlistrik PLN,Blang Calok,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Glumpang Bungkok,96.3529,5.193775,√,,Tgk Di babah Jurong,Berlistrik PLN,Di Meunasah Mee,Berlistrik PLN,Di Tanjong,Berlistrik PLN,Ulee Ceu,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Kandang,96.362352,5.206179,√,,Tgk DI Samalanga,Berlistrik PLN,Tgk Di Beungeh,Berlistrik PLN,Tgk Cot Asan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Keude Aceh,96.367087,5.20892,√,,Perwira,Berlistrik PLN,Kota,Berlistrik PLN,KtJawa,Berlistrik PLN,Pelajar,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Lancok,96.351197,5.188441,√,,Tu Banda,Berlistrik PLN,Harapan Makmur,Berlistrik PLN,Imum Syik,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Lhok Seumira,96.35379,5.193842,√,,Reuleung Manyang,Berlistrik PLN,Dayah Blang,Berlistrik PLN,Tgk Di Lhok,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Lueng Keubeu,96.346937,5.195984,√,,Punti,Berlistrik PLN,Cot Kandang,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Matang,96.363631,5.185407,√,,Blang Supeng,Berlistrik PLN,Batee Raya,Berlistrik PLN,Datu Sirat,Berlistrik PLN,Tgk Malem,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Matang Jareung,96.36472,5.188971,√,,Punti Maneh,Berlistrik PLN,Pulo Mali,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Matang Teungoh,96.351925,5.214584,√,,Beringin,Berlistrik PLN,Kp Kumbang,Berlistrik PLN,Kp Baro,Berlistrik PLN,Kaom Kameng,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Matang Wakeuh,96.358228,5.182973,√,,Tgk di blang,Berlistrik PLN,Jeurat manyang,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Mesjid Baro,96.35043,5.181708,√,,Meugit,Berlistrik PLN,Mesjid,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Meuliek,96.373261,5.201951,√,,Teungoh,Berlistrik PLN,DiSeumeulik,Berlistrik PLN,Belangan,Berlistrik PLN,Blang Radi,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Meunasah Lancok,96.344183,5.220765,√,,Timue,Berlistrik PLN,Barat,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Meunasah Lincah,96.347397,5.21793,√,,Ulee Blang,Berlistrik PLN,Leubo,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Meunasah Lueng,96.352855,5.196183,√,,Pocut Firdaus,Berlistrik PLN,Tu Dara Puteh,Berlistrik PLN,Kuta Blang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Meunasah Puuk,96.343218,5.216857,√,,T Johan,Berlistrik PLN,Tgk Di Puuk,Berlistrik PLN,Tgk Di Balee,Berlistrik PLN,Tgk Di rusep,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Meurah,96.339431,5.16606,√,,Tgk Itam,Berlistrik PLN,Petuahaleb,Berlistrik PLN,Keumuneng,Berlistrik PLN,Ara maneh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Mideun Geudong,96.349295,5.198282,√,,Kuta Keupula,Berlistrik PLN,Simpang Drien,Berlistrik PLN,Grum Grum,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Mideun Jok,96.352152,5.200813,√,,Iskandar Muda,Berlistrik PLN,Mesra,Berlistrik PLN,Harapan,Berlistrik PLN,Batee Timoh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Namploh Baro,96.365897,5.20199,√,,Baroena,Berlistrik PLN,Tgk Syik Nyak Muhammad,Berlistrik PLN,Ahmad Di Tanjong,Berlistrik PLN,Ulee Pulo,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Namploh Blanggarang,96.36151,5.204201,√,,Pocot Di Tanjong,Berlistrik PLN,Tgk Di Tanoh Abee,Berlistrik PLN,Tgk Di Pante,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Namploh Krueng,96.359612,5.200478,√,,Tgk Ulee Ceu,Berlistrik PLN,Ingin Jaya,Berlistrik PLN,Harapan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Namploh Manyang,96.364469,5.205483,√,,Krueng Baroeh,Berlistrik PLN,Baroena,Berlistrik PLN,Tgk Di Blang,Berlistrik PLN,Tgk Di Meulaboh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Namploh Papeun,96.356998,5.198404,√,,Ingin Jaya,Berlistrik PLN,Ulee Ceu,Berlistrik PLN,Reuleung Manyang,Berlistrik PLN,Harapan Makmur,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Paloh,96.346845,5.184495,√,,Teungoh,Berlistrik PLN,Seuneubok Mah,Berlistrik PLN,Setia,Berlistrik PLN,Tgk Di Mns,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Pante Rheng,96.369007,5.209827,√,,Pendidikan,Berlistrik PLN,Kaca Puri,Berlistrik PLN,Baroh,Berlistrik PLN,Teungoh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Pineung Siribee,96.35838,5.213501,√,,Tgk Malem,Berlistrik PLN,Kuta Karang,Berlistrik PLN,Tgk DiPotu,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Pulo Baroh,96.344762,5.175953,√,,Mesjid,Berlistrik PLN,Harapan,Berlistrik PLN,Bayie,Berlistrik PLN,Meunasah Iboeh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Sangso,96.36923,5.206954,√,,SalakAceh,Berlistrik PLN,Makmur,Berlistrik PLN,Tanjung Sentosa,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Tanjong Baro,96.353752,5.217813,√,,Cot RAwa,Berlistrik PLN,Taning,Berlistrik PLN,Bale Teungoh,Berlistrik PLN,Bambi,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Tanjongan Idem,96.34521,5.215305,√,,Bahagia,Berlistrik PLN,Lampoh mee,Berlistrik PLN,sejahtera,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Ulee Alue,96.365191,5.175934,√,,Tgk Di Ulee Alue,Berlistrik PLN,Dayah Mesjid,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Ulee Jeumatan,96.352853,5.191391,√,,HARAPAN,Berlistrik PLN,Teupok Teungoh,Berlistrik PLN,Tgk Di Pulik,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Samalanga,Ulee Ue,96.350049,5.211206,√,,Tgk Dikari,Berlistrik PLN,Cot Gelumpang,Berlistrik PLN,0,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Alue Leuhop,96.466451,5.209798,√,,Jabet,Berlistrik PLN,Tanoh Puteh,Berlistrik PLN,Guha Uleu,Berlistrik PLN,Paloh Kudrang,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Arongan,96.378941,5.198167,√,,Malem Tgk Pahlawan,Berlistrik PLN,Tgk Malem Puteh,Berlistrik PLN,Raja Batu Kambang,Berlistrik PLN,Tgk Di Sampe,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Balee,96.385795,5.194979,√,,Haji Khalifah,Berlistrik PLN,Ponde,Berlistrik PLN,Kuta Bate,Berlistrik PLN,Ulee Pulo,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Blang Kuta Coh,96.401149,5.200701,√,,Dsn ara,Berlistrik PLN,Dsn Keluarga,Berlistrik PLN,Dsn Imam Cut,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Blang Kuta Dua Meunasah,96.403607,5.201243,√,,Sejahtera,Berlistrik PLN,Cot Kuta,Berlistrik PLN,Tgk di Cueh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Blang Mane Barat,96.390509,5.192734,√,,Ulee Jeurat,Berlistrik PLN,Supeng,Berlistrik PLN,Teumpon,Berlistrik PLN,Cot Seuyot,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Blang Mane Dua Meunasah,96.397598,5.193565,√,,Puuk,Berlistrik PLN,Mane Raya,Berlistrik PLN,Cot Beunot,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Blang Payang,96.468576,5.22505,√,,Dsn Barat,Berlistrik PLN,Dsn Timu,Berlistrik PLN,Dsn Teungoh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Blang Tambue,96.419019,5.193384,√,,Meuriya,Berlistrik PLN,Mulia,Berlistrik PLN,Syuhada,Berlistrik PLN,P. Iboh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Blang Teumulek,96.408802,5.199266,√,,Tgk Malek,Berlistrik PLN,Blang Poroh,Berlistrik PLN,Cek Breh,Berlistrik PLN,Kuta Cukok,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Calok,96.477598,5.214456,√,,Pulo Naleung,Berlistrik PLN,Buket Seulamat,Berlistrik PLN,Blang reuleut,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Ceurucok,96.380192,5.189208,√,,Pendidikan,Berlistrik PLN,Dayah Baro,Berlistrik PLN,Cot Rheng,Berlistrik PLN,Syamsyah,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Cot Trieng,96.402127,5.181172,√,,Cot Tihang,Berlistrik PLN,Tgk Di Cot Trieng,Berlistrik PLN,Cot Puuk,Berlistrik PLN,Lhok Matahari,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Cure Baroh,96.441687,5.217884,√,,Blang Syuhada,Berlistrik PLN,Cut Leumiek,Berlistrik PLN,Pulo Baroeh,Berlistrik PLN,Blang Padang,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Cure Tunong,96.437126,5.219613,√,,Tgk DiPawang,Berlistrik PLN,Tgk DiTiju,Berlistrik PLN,Keude,Berlistrik PLN,Jeurat,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Glee Meudong,96.380119,5.176295,√,,Muda Dalam,Berlistrik PLN,Tgk DiSare,Berlistrik PLN,Cot Mesjid,Berlistrik PLN,Muda Baliya,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Ie Rhob Babah Lueng,96.389885,5.176932,√,,Drien Cikok,Berlistrik PLN,Tgk Lam Kabo,Berlistrik PLN,Tgk Di Ujeun,Berlistrik PLN,Buket Ceurana,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Ie Rhob Barat,96.389843,5.182264,√,,Blang Kulam,Berlistrik PLN,Tgk Di Blang,Berlistrik PLN,Blang Calok,Berlistrik PLN,Tgk Cut,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Ie Rhob Glumpang,96.390702,5.18758,√,,Timue,Berlistrik PLN,Barat,Berlistrik PLN,Lueng Barat,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Ie Rhob Timu,96.40213,5.180342,√,,Tanjong,Berlistrik PLN,Glee Naleung,Berlistrik PLN,Kuala Asan,Berlistrik PLN,Tgk Jeulanga,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Jurong Binjee,96.405253,5.195089,√,,Cot Masen,Berlistrik PLN,Mesjid Tuha,Berlistrik PLN,Binjei Gadeng,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Keude Tambue,96.427501,5.201523,√,,Batee Timoh,Berlistrik PLN,Mesjid,Berlistrik PLN,Keude,Berlistrik PLN,Blang Lhok,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Krueng Meuseugob,96.412555,5.15692,√,,Cot Kruet,Berlistrik PLN,Cot Same,Berlistrik PLN,Cot Teungku,Berlistrik PLN,Masjid,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Lancang,96.410552,5.205208,√,,Family,Berlistrik PLN,Mujarab,Berlistrik PLN,Sirana,Berlistrik PLN,Santri,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Lhok Mane,96.475844,5.217923,√,,Lhok Karing,Berlistrik PLN,Lhok Glungpho,Berlistrik PLN,Cot reuleung Mayang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Lhok Tanoh,96.400878,5.154571,√,,CotKubu Malo,Berlistrik PLN,Blag Naleng,Berlistrik PLN,Pingan Glong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Meunasah Asan,96.431935,5.211649,√,,Ulee Naleung,Berlistrik PLN,Kuburan,Berlistrik PLN,LP Luwah,Berlistrik PLN,Lhok Meuria,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Meunasah Barat,96.378066,5.192391,√,,Tgk Nyak Cut,Berlistrik PLN,Tgk Di Sampe,Berlistrik PLN,Jurong Baro,Berlistrik PLN,Tgk Lam Syik,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Meunasah Dayah,96.406181,5.186198,√,,Tgk Di Dayah,Berlistrik PLN,Di Simpang Lhee,Berlistrik PLN,Tgk Cot Di Keutapang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Meunasah Mamplam,96.408144,5.189322,√,,Kita Ara,Berlistrik PLN,Simpang Mamplam,Berlistrik PLN,Kuta Rheng,Berlistrik PLN,Alue Rayeuk,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Meunasah Mesjid,96.408081,5.194143,√,,Ulee Jeurat,Berlistrik PLN,Keulayu,Berlistrik PLN,Bungong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Paku,96.435367,5.183367,√,,Jalan Buket Seudeng,Berlistrik PLN,Pusong Teungoh,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Peuneulet Baroh,96.448348,5.222858,√,,Tgk DiCot,Berlistrik PLN,Muda Balia,Berlistrik PLN,Blang Barat,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Peuneulet Tunong,96.442722,5.214267,√,,Blang Hagu,Berlistrik PLN,Alue Lipah,Berlistrik PLN,Tgk Nek,Berlistrik PLN,Ulee Blang,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Pulo Dapong,96.414238,5.190249,√,,Kuta Ara,Berlistrik PLN,Ara Kusuk,Berlistrik PLN,Calok Mata Ie,Berlistrik PLN,Tgk Di Lancok,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Pulo Drien,96.399227,5.187893,√,,Ulee Kuta,Berlistrik PLN,Ulee Gampong,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Rheum Barat,96.388858,5.200356,√,,Lueng Baro,Berlistrik PLN,Tgk DItumme,Berlistrik PLN,Tgk Dirheum,Berlistrik PLN,Mesji Tgk Dirheum,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Rheum Baroh,96.390574,5.206581,√,,Dsn M Saleh,Berlistrik PLN,Tgk Bidun,Berlistrik PLN,Dsn Syahadat,Berlistrik PLN,Dsn Pusong,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Rheum Timu,96.396253,5.200057,√,,Bineh Blang,Berlistrik PLN,Limeng Meusagoe,Berlistrik PLN,Bineh Jurang,Berlistrik PLN,Glumpang Tutong,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Tambue Barat,96.42217,5.206713,√,,Dsn Kuala,Berlistrik PLN,Dsn Tgk ditambue,Berlistrik PLN,Dsn Srdang,Berlistrik PLN,Dsn teungoh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,BIREUEN,Simpang Mamplam,Ulee Kareung,96.45691,5.231825,√,,Moun Rungkom,Berlistrik PLN,Aron Jaya,Berlistrik PLN,Tgk DiUjong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,GAYO LUES,Blangjerango,Akul,97.166811,4.036032,√,,Satu,Berlistrik PLN,Dua,Berlistrik PLN,Tiga Ume paya,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,,,,,,
ACEH,GAYO LUES,Blangjerango,Blangjerango,97.271803,4.015974,√,,Uken,Berlistrik PLN,Toa,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,,,,,,
ACEH,GAYO LUES,Blangjerango,Gegarang,97.260733,4.047676,√,,Rak lege,Berlistrik PLN,Reje item,Berlistrik PLN,Uning utung,Berlistrik PLN,Reje tampuk,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,,,,,,
ACEH,GAYO LUES,Blangjerango,Ketukah,97.142787,4.05531,√,,Musara,Berlistrik PLN,Sepakat,Berlistrik PLN,Sunel jaya,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,0,Berlistrik PLN,,,,,,
ACEH,GAYO LUES,Blangjerango,Penosan,97.267974,4.01353,√,,Sekunce,Berlistrik PLN,Reje jeber,Berlistrik PLN,Cik,Berlistrik PLN,Gelbuk,Berlistrik PLN,Penumpun,Berlistrik PLN,Comek,Berlistrik PLN,,,,,,
ACEH,GAYO LUES,Blangjerango,Penosan Sepakat,97.262119,4.002627,√,,Paya,Berlistrik PLN,Kedah,Berlistrik PLN,Ulun belang,Berlistrik PLN,Buah seri,Berlistrik PLN,Anggasan,Berlistrik PLN,Lembah laoser,Berlistrik PLN,,,,,,
